VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques hors normes - poubelles PODEC HN atalante (MA-VL) en F223L F2P;Déchets technologiques hors normes - poubelles PODEC HN atalante (MA-VL) en F223L F2P;Déchets technologiques hors normes - poubelles PODEC HN atalante (MA-VL) en F223L F2P;MA-VL;DIV2-05;8,97;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 238Pu, 241Am, 244Cm
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Conteneurs SAP;Conteneurs SAP;Conteneurs SAP;MA-VL;DIV2-05;0,756;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI -  Fûts alpha riches;DSFI -  Fûts alpha riches;DSFI -  Fûts alpha riches;MA-VL;DIV2-05;0,67;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Chambres d'ionisation et neutronique;DSFI - Chambres d'ionisation et neutronique;DSFI - Chambres d'ionisation et neutronique;MA-VL;DIV2-10;0,48;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Colis de boues sèches MA-VL;Colis de boues sèches MA-VL;Colis de boues sèches MA-VL;MA-VL;DIV2-10;1,512;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 106Ru, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts d'enrobés bitumineux produits depuis janvier 1995 entreposés dans le nouvel entreposage (FEB QP MA-VL);Fûts d'enrobés bitumineux produits depuis janvier 1995 entreposés dans le nouvel entreposage (FEB QP MA-VL);Fûts d'enrobés bitumineux produits depuis janvier 1995 entreposés dans le nouvel entreposage (FEB QP MA-VL);MA-VL;F2-4-03;247,76;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts d'enrobés bitumineux produits depuis janvier 1995 inox (FEB QP MA-VL);Fûts d'enrobés bitumineux produits depuis janvier 1995 inox (FEB QP MA-VL);Fûts d'enrobés bitumineux produits depuis janvier 1995 inox (FEB QP MA-VL);MA-VL;F2-4-03;842,08;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts d'enrobés bitumineux  produit depuis janvier 1995 en acier noir (FEB QP MA-VL);Fûts d'enrobés bitumineux  produit depuis janvier 1995 en acier noir (FEB QP MA-VL);Fûts d'enrobés bitumineux  produit depuis janvier 1995 en acier noir (FEB QP MA-VL);MA-VL;F2-4-03;715,92;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts d'enrobés bitumineux produits avant janvier 1995 entreposés dans le nouvel entreposage (FEB non QP MA-VL);Fûts d'enrobés bitumineux produits avant janvier 1995 entreposés dans le nouvel entreposage (FEB non QP MA-VL);Fûts d'enrobés bitumineux produits avant janvier 1995 entreposés dans le nouvel entreposage (FEB non QP MA-VL);MA-VL;F2-4-04;705,28;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts d'enrobé bitumineux produit avant janvier 1995 en casemates (FEB non QP MA-VL);Fûts d'enrobé bitumineux produit avant janvier 1995 en casemates (FEB non QP MA-VL);Fûts d'enrobé bitumineux produit avant janvier 1995 en casemates (FEB non QP MA-VL);MA-VL;F2-4-04;5144,06;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques de vitrification en conteneur métallique + déchets DEM CDT;Déchets technologiques de vitrification en conteneur métallique + déchets DEM CDT;Déchets technologiques de vitrification en conteneur métallique + déchets DEM CDT;MA-VL;F2-4-05;29,225;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Poubelles PHE MA-VL;Poubelles PHE MA-VL;Poubelles PHE MA-VL;MA-VL;F2-4-07;6,86;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C, 54Mn, 55Fe, 60Co, 57Co, 59Ni, 63Ni, 94Nb, 93Mo, 99Tc
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de structure métalliques - Fosse 11;Déchets de structure métalliques - Fosse 11;Déchets de structure métalliques - Fosse 11;MA-VL;F2-4-07;241,0232;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de structure métalliques - Fosse 16;Déchets de structure métalliques - Fosse 16;Déchets de structure métalliques - Fosse 16;MA-VL;F2-4-07;22,8018;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Poubelles ISAI;Poubelles ISAI;Poubelles ISAI;MA-VL;F2-4-07;4,49;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Coques et embouts PHENIX;Coques et embouts PHENIX;Coques et embouts PHENIX;MA-VL;F2-4-07;1,776528;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques alpha irradiants et faiblement irradiants en fûts 118 L;Déchets technologiques alpha irradiants et faiblement irradiants en fûts 118 L;Déchets technologiques alpha irradiants et faiblement irradiants en fûts 118 L;MA-VL;F2-4-08;1,255;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;238Pu, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets magnésiens (Marcoule) - Fosses 5, 6, 8, 9 et 10;Déchets magnésiens (Marcoule) - Fosses 5, 6, 8, 9 et 10;Déchets magnésiens (Marcoule) - Fosses 5, 6, 8, 9 et 10;MA-VL;F2-4-09;397,9971;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets magnésiens (Marcoule) - Fosses 12, 13 et 15;Déchets magnésiens (Marcoule) - Fosses 12, 13 et 15;Déchets magnésiens (Marcoule) - Fosses 12, 13 et 15;MA-VL;F2-4-09;490,7115;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets magnésiens (Marcoule) - Fosses MG1, 2, 3, 4;Déchets magnésiens (Marcoule) - Fosses MG1, 2, 3, 4;Déchets magnésiens (Marcoule) - Fosses MG1, 2, 3, 4;MA-VL;F2-4-09;753,78861;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de structure de combustible en capacité;Déchets de structure de combustible en capacité;Déchets de structure de combustible en capacité;MA-VL;F2-4-09;0,756;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets fosse 7 - boues;Déchets fosse 7 - boues;Déchets fosse 7 - boues;MA-VL;F2-4-10;0,27145;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets fosse Décanteur;Déchets fosse Décanteur;Déchets fosse Décanteur;MA-VL;F2-4-10;191,440132;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Zéolithes et diatomées de Zone Nord 1;Zéolithes et diatomées de Zone Nord 1;Zéolithes et diatomées de Zone Nord 1;MA-VL;F2-4-10;237,395543;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Résines de procédé Zone Nord 2;Résines de procédé Zone Nord 2;Résines de procédé Zone Nord 2;MA-VL;F2-4-10;116,481134;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Boues MA Est;Boues MA Est;Boues MA Est;MA-VL;F2-4-10;262,54644;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Boues - Dépôts insolubles At.7-P  conditionnés en fûts (Entreposage NIE);Boues - Dépôts insolubles At.7-P  conditionnés en fûts (Entreposage NIE);Boues - Dépôts insolubles At.7-P  conditionnés en fûts (Entreposage NIE);MA-VL;F2-4-10;61,422;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Résines At.7-P conditionnées en fûts (Entreposage NIE);Résines At.7-P conditionnées en fûts (Entreposage NIE);Résines At.7-P conditionnées en fûts (Entreposage NIE);MA-VL;F2-4-10;20,65;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Résines MAR200 en coque;Résines MAR200 en coque;Résines MAR200 en coque;MA-VL;F2-4-10;56,608;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;106Ru, 137Cs, 238Pu, 239Pu, 240Pu, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Boues - Dépôts insolubles de la dissolution continue (MAR200);Boues - Dépôts insolubles de la dissolution continue (MAR200);Boues - Dépôts insolubles de la dissolution continue (MAR200);MA-VL;F2-4-10;12,18464;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Boues - Dépôts insolubles (salle 71+ salle 67);Boues - Dépôts insolubles (salle 71+ salle 67);Boues - Dépôts insolubles (salle 71+ salle 67);MA-VL;F2-4-10;15,08;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques hors normes de catégorie MA-VL (plastiques, métalliques, inertes...) en fût métallique (fut 223L hors normes 4Q);Déchets technologiques hors normes de catégorie MA-VL (plastiques, métalliques, inertes...) en fût métallique (fut 223L hors normes 4Q);Déchets technologiques hors normes de catégorie MA-VL (plastiques, métalliques, inertes...) en fût métallique (fut 223L hors normes 4Q);MA-VL;F2-4-11;3,52;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;238Pu, 239Pu, 240Pu, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de catégorie MA-VL en colis divers (hors aluminium, alumines et résines);Déchets de catégorie MA-VL en colis divers (hors aluminium, alumines et résines);Déchets de catégorie MA-VL en colis divers (hors aluminium, alumines et résines);MA-VL;F2-4-11;36,84;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 90Sr, 106Ru, 137Cs, 238Pu, 240Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques et métalliques de catégorie MA-VL;Déchets technologiques et métalliques de catégorie MA-VL;Déchets technologiques et métalliques de catégorie MA-VL;MA-VL;F2-4-11;1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets MA-VL en conteneur (déchets de catégorie MA-VL , hors tritiés et alpha);Déchets MA-VL en conteneur (déchets de catégorie MA-VL , hors tritiés et alpha);Déchets MA-VL en conteneur (déchets de catégorie MA-VL , hors tritiés et alpha);MA-VL;F2-4-11;115,712;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha);Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha);Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha);MA-VL;F2-4-11;114,4644;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha) - (Fosse 144);Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha) - (Fosse 144);Déchets de catégorie MA-VL en capacité métallique ou coque béton (hors tritiés et alpha) - (Fosse 144);MA-VL;F2-4-11;6,08;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets vitrifiés en conteneur métallique (verre de rinçage);Déchets vitrifiés en conteneur métallique (verre de rinçage);Déchets vitrifiés en conteneur métallique (verre de rinçage);MA-VL;F2-4-13;25,725;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);MA-VL;F2-4-14;13,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 106Ru
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);Déchets de gainage, chambres d'expansion et déchets technologiques (coques et embouts);MA-VL;F2-4-14;14,016;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 106Ru
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques de la chaine TOP vrac en cellules (prévus en 380 litres);Déchets technologiques de la chaine TOP vrac en cellules (prévus en 380 litres);Déchets technologiques de la chaine TOP vrac en cellules (prévus en 380 litres);MA-VL;F2-4-14;2,660352;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 239Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques de la chaine TOP prévus vrac en cellule (en conteneur DIADEM);Déchets technologiques de la chaine TOP prévus vrac en cellule (en conteneur DIADEM);Déchets technologiques de la chaine TOP prévus vrac en cellule (en conteneur DIADEM);MA-VL;F2-4-14;8,652;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 239Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques vrac en cellules MA-VL;Déchets technologiques vrac en cellules MA-VL;Déchets technologiques vrac en cellules MA-VL;MA-VL;F2-4-14;2,677636;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs, 239Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Eléments activés PHENIX non combustible avec et sans hydrure de calcium;Eléments activés PHENIX non combustible avec et sans hydrure de calcium;Eléments activés PHENIX non combustible avec et sans hydrure de calcium;MA-VL;F2-4-14;23,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Aiguilles B4C du réacteur rapide EDF;Aiguilles B4C du réacteur rapide EDF;Aiguilles B4C du réacteur rapide EDF;MA-VL;F2-4-15;7,225;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Eléments activés PHENIX (Barre De Commande BDC - B4C);DSFI - Eléments activés PHENIX (Barre De Commande BDC - B4C);DSFI - Eléments activés PHENIX (Barre De Commande BDC - B4C);MA-VL;F2-4-15;2,178;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co, 63Ni
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - barre de commande SCP (B4C sodé);DSFI - barre de commande SCP (B4C sodé);DSFI - barre de commande SCP (B4C sodé);MA-VL;F2-4-15;1,65;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co, 59Ni, 63Ni
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Barres de commande et tronçon Rapsodie (B4C sodé);DSFI - Barres de commande et tronçon Rapsodie (B4C sodé);DSFI - Barres de commande et tronçon Rapsodie (B4C sodé);MA-VL;F2-4-15;0,858;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co, 59Ni, 63Ni
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI  - Vrac labo ( aiguilles longues, barres …) (B4C sodé);DSFI  - Vrac labo ( aiguilles longues, barres …) (B4C sodé);DSFI  - Vrac labo ( aiguilles longues, barres …) (B4C sodé);MA-VL;F2-4-15;0,13104;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co, 59Ni, 63Ni
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Protection Neutronique Supérieur (PNS) sodées (B4C sodé);DSFI - Protection Neutronique Supérieur (PNS) sodées (B4C sodé);DSFI - Protection Neutronique Supérieur (PNS) sodées (B4C sodé);MA-VL;F2-4-15;0,0175;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 55Fe, 60Co, 59Ni, 63Ni
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques fortement contaminés en alpha et irradiants (plastiques, métalliques, verres...);Déchets technologiques fortement contaminés en alpha et irradiants (plastiques, métalliques, verres...);Déchets technologiques fortement contaminés en alpha et irradiants (plastiques, métalliques, verres...);MA-VL;F2-5-05;2,4;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques fortement contaminés en alpha et faiblement irradiants (plastiques, métalliques, verres...);Déchets technologiques fortement contaminés en alpha et faiblement irradiants (plastiques, métalliques, verres...);Déchets technologiques fortement contaminés en alpha et faiblement irradiants (plastiques, métalliques, verres...);MA-VL;F2-5-07;2,948;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U, Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets alpha en coques C7 contenant des fûts de galettes;Déchets alpha en coques C7 contenant des fûts de galettes;Déchets alpha en coques C7 contenant des fûts de galettes;MA-VL;F2-5-07;5,661;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;239Pu, 240Pu, 241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets alpha en conteneur;Déchets alpha en conteneur;Déchets alpha en conteneur;MA-VL;F2-5-07;25,3914;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;239Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Terres et gravats (tranchées);Terres et gravats (tranchées);Terres et gravats (tranchées);SANS CATEGORIE;DSH;49995,6;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets issus du bassin bétonné de l'ancien pilote de dégainage;Déchets issus du bassin bétonné de l'ancien pilote de dégainage;Déchets issus du bassin bétonné de l'ancien pilote de dégainage;SANS CATEGORIE;DSH;1116;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets inertes sans marquage radiologique;Déchets inertes sans marquage radiologique;Déchets inertes sans marquage radiologique;SANS CATEGORIE;DSH;126000;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Pu, Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources alpha dont stimulateurs à base de 238Pu - filière 7;Sources alpha dont stimulateurs à base de 238Pu - filière 7;Sources alpha dont stimulateurs à base de 238Pu - filière 7;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources neutroniques - filière 7;Sources neutroniques - filière 7;Sources neutroniques - filière 7;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;Pu
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Châteaux sources Co (châteaux cobalt);Châteaux sources Co (châteaux cobalt);Châteaux sources Co (châteaux cobalt);SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;241Am
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Sources sans emploi;Sources sans emploi;Sources sans emploi;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Fûts contenant des DAI;Fûts contenant des DAI;Fûts contenant des DAI;SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets aluminium - Fosse FC;Déchets aluminium - Fosse FC;Déchets aluminium - Fosse FC;TFA;TFA-03;111,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA conditionés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionés (métalliques, non métalliques, inertes...);Déchets technologiques TFA conditionés (métalliques, non métalliques, inertes...);TFA;TFA-05;57,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets amiantés;Déchets amiantés;Déchets amiantés;TFA;TFA-05;9,47;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;DSFI - Plomb contenant des toxiques chimiques;DSFI - Plomb contenant des toxiques chimiques;DSFI - Plomb contenant des toxiques chimiques;TFA;TFA-05;14;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;90Sr, 137Cs
CHUSCLAN;30;30081;CENTRE DE MARCOULE;Déchets technologiques TFA  à reconditionner (métalliques, non métalliques, inertes...);Déchets technologiques TFA  à reconditionner (métalliques, non métalliques, inertes...);Déchets technologiques TFA  à reconditionner (métalliques, non métalliques, inertes...);TFA;TFA-05;1,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 137Cs
